ticket_number,issued_date,location,description,status,dayofweek,hourofday,lat,lon,count,amount
395831D,2023/01/06 02:20:00+00,300 WAVERLY AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,2,43.0400816,-76.1317789,1,25
395832D,2023/01/06 02:21:00+00,300 WAVERLY AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Friday,2,43.0400816,-76.1317789,1,25
395833D,2023/01/06 02:24:00+00,300 WAVERLY AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Friday,2,43.0400816,-76.1317789,1,25
395835D,2023/01/06 02:29:00+00,300 WAVERLY AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,Friday,2,43.0400816,-76.1317789,1,25
395834D,2023/01/06 02:26:00+00,300 WAVERLY AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,2,43.0400816,-76.1317789,1,25
395838D,2023/01/06 02:35:00+00,300 WAVERLY AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,2,43.0400816,-76.1317789,1,25
395837D,2023/01/06 02:33:00+00,300 WAVERLY AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Friday,2,43.0400816,-76.1317789,1,25
395836D,2023/01/06 02:31:00+00,300 WAVERLY AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Friday,2,43.0400816,-76.1317789,1,25
231500156,2023/01/09 09:36:00+00,100 BURNET AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,9,43.052202,-76.147976,1,60
396289D,2023/01/06 08:04:00+00,1000 EILEEN COLLINS BLVD,NO PARKING ANY TIME CO15-316 (A)14,Third Notice,Friday,8,43.113505702811246,-76.11989651004016,1,25
392590D,2023/01/05 09:40:00+00,1000 EILEEN COLLINS BLVD,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Thursday,9,43.113505702811246,-76.11989651004016,1,25
231500158,2023/01/09 09:38:00+00,100 BURNET AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Monday,9,43.052202,-76.147976,1,60
231500157,2023/01/09 09:37:00+00,100 BURNET AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Partial ,Monday,9,43.052202,-76.147976,1,10
231500159,2023/01/09 09:39:00+00,100 BURNET AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,9,43.052202,-76.147976,1,60
231500160,2023/01/09 09:44:00+00,200 HAWLEY AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Monday,9,43.0531245,-76.1436109,1,60
231500161,2023/01/09 09:44:00+00,200 HAWLEY AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Monday,9,43.0531245,-76.1436109,1,25
23500114,2023/01/09 09:39:00+00,900 FAYETTE ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,9,43.0484055,-76.1374615,1,60
23500115,2023/01/09 09:39:00+00,900 FAYETTE ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Monday,9,43.0484055,-76.1374615,1,25
23500117,2023/01/09 09:46:00+00,300 FORMAN AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Monday,9,43.048391,-76.140049,1,60
23500118,2023/01/09 09:48:00+00,300 FORMAN AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,9,43.048391,-76.140049,1,60
23500119,2023/01/09 09:48:00+00,300 FORMAN AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,9,43.048391,-76.140049,1,60
23500116,2023/01/09 09:41:00+00,900 FAYETTE ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Monday,9,43.0484055,-76.1374615,1,25
23500121,2023/01/09 09:50:00+00,300 FORMAN AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,9,43.048391,-76.140049,1,60
23500120,2023/01/09 09:49:00+00,300 FORMAN AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,9,43.048391,-76.140049,1,60
23500122,2023/01/09 09:52:00+00,300 FORMAN AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,9,43.048391,-76.140049,1,60
231500164,2023/01/09 09:57:00+00,300 GREEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,9,43.055433,-76.137463,1,60
231500165,2023/01/09 10:00:00+00,300 GREEN ST,LEFT WHEELS TO CURB/ALL CO15-301,Paid In Full,Monday,10,43.055433,-76.137463,1,25
231500166,2023/01/09 10:00:00+00,300 GREEN ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Monday,10,43.055433,-76.137463,1,25
231500167,2023/01/09 10:00:00+00,300 GREEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,10,43.055433,-76.137463,1,60
231500168,2023/01/09 10:10:00+00,200 PROSPECT AVE,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Monday,10,43.054776,-76.148399,1,25
231500169,2023/01/09 10:11:00+00,200 PROSPECT AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Monday,10,43.054776,-76.148399,1,25
230900100,2023/01/09 10:08:00+00,300 ONONDAGA ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Monday,10,43.047056,-76.148524,1,25
230900105,2023/01/09 10:17:00+00,300 MONTGOMERY ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Monday,10,43.0482461,-76.1495403,1,25
230900104,2023/01/09 10:15:00+00,300 ONONDAGA ST E,PRKD 12 IN FROM CURB/ALL CO15-301,Paid In Full,Monday,10,43.047056,-76.148524,1,25
230900103,2023/01/09 10:13:00+00,300 ONONDAGA ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Monday,10,43.047056,-76.148524,1,25
23500127,2023/01/09 10:17:00+00,700 LIVINGSTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,10,43.037905,-76.127188,1,60
23500129,2023/01/09 10:20:00+00,700 LIVINGSTON AVE,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Paid In Full,Monday,10,43.037905,-76.127188,1,60
23500128,2023/01/09 10:17:00+00,700 LIVINGSTON AVE,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Monday,10,43.037905,-76.127188,1,60
23500131,2023/01/09 10:23:00+00,700 LIVINGSTON AVE,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Monday,10,43.037905,-76.127188,1,60
23500130,2023/01/09 10:21:00+00,700 LIVINGSTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,10,43.037905,-76.127188,1,60
230900106,2023/01/09 10:23:00+00,200 JEFFERSON ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Monday,10,43.046945,-76.150633,1,25
23500132,2023/01/09 10:25:00+00,700 LIVINGSTON AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Monday,10,43.037905,-76.127188,1,25
231500179,2023/01/09 10:29:00+00,200 ASH ST,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,Monday,10,43.059282,-76.151955,1,25
230900108,2023/01/09 10:28:00+00,300 WARREN ST S,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Adjudication Approved,Monday,10,43.04853295,-76.15107612442631,1,0
230900107,2023/01/09 10:28:00+00,300 WARREN ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Monday,10,43.04853295,-76.15107612442631,1,25
23500133,2023/01/09 10:33:00+00,800 SUMNER AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,Monday,10,43.036339,-76.125755,1,25
23500134,2023/01/09 10:35:00+00,800 SUMNER AVE,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Paid In Full,Monday,10,43.036339,-76.125755,1,60
230900110,2023/01/09 10:34:00+00,100 WASHINGTON ST E,BUS STOP ONLY CO15-334,Paid In Full,Monday,10,43.0493828,-76.1518326,1,60
230900109,2023/01/09 10:34:00+00,100 WASHINGTON ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Monday,10,43.0493828,-76.1518326,1,25
230900112,2023/01/09 10:36:00+00,100 WASHINGTON ST E,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Fourth Notice,Monday,10,43.0493828,-76.1518326,1,25
230900113,2023/01/09 10:37:00+00,100 WASHINGTON ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Monday,10,43.0493828,-76.1518326,1,25
230900114,2023/01/09 10:38:00+00,200 BANK ALLEY,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Monday,10,43.048555,-76.15158,1,25
230900115,2023/01/09 10:38:00+00,200 BANK ALLEY,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Monday,10,43.048555,-76.15158,1,25
230900111,2023/01/09 10:36:00+00,100 WASHINGTON ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,Monday,10,43.0493828,-76.1518326,1,25
230900116,2023/01/09 10:39:00+00,200 BANK ALLEY,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,Monday,10,43.048555,-76.15158,1,25
231500182,2023/01/09 10:40:00+00,700 TOWNSEND ST N,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Monday,10,43.04535280830268,-76.14533066110654,1,25
230900117,2023/01/09 10:40:00+00,200 BANK ALLEY,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,Monday,10,43.048555,-76.15158,1,25
231500183,2023/01/09 10:41:00+00,700 TOWNSEND ST N,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Monday,10,43.04535280830268,-76.14533066110654,1,25
231500184,2023/01/09 10:42:00+00,400 LAUREL ST E,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,Monday,10,43.057369,-76.148783,1,25
231500185,2023/01/09 10:43:00+00,400 LAUREL ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Monday,10,43.057369,-76.148783,1,60
231300143,2023/01/09 11:00:00+00,200 WHITTIER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Monday,11,43.045955,-76.180368,1,60
231500189,2023/01/09 10:56:00+00,400 LAUREL ST E,LEFT WHEELS TO CURB/ALL CO15-301,Paid In Full,Monday,10,43.057369,-76.148783,1,25
231500190,2023/01/09 10:56:00+00,400 LAUREL ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,10,43.057369,-76.148783,1,60
231500191,2023/01/09 11:01:00+00,400 PROSPECT AVE,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Adjudication Partial ,Monday,11,43.057007,-76.150178,1,60
231500188,2023/01/09 10:53:00+00,600 TOWNSEND ST N,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,Monday,10,43.0564503,-76.1480559,1,25
23500138,2023/01/09 11:13:00+00,100 REDFIELD PL,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,Monday,11,43.037424,-76.123079,1,25
23500139,2023/01/09 11:13:00+00,100 REDFIELD PL,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Monday,11,43.037424,-76.123079,1,25
23500140,2023/01/09 11:15:00+00,100 REDFIELD PL,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,Monday,11,43.037424,-76.123079,1,25
23500141,2023/01/09 11:17:00+00,700 MARYLAND AVE,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Fourth Notice,Monday,11,43.038331,-76.1207114,1,60
231500196,2023/01/09 11:17:00+00,200 HAWLEY AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Monday,11,43.0531245,-76.1436109,1,60
231500198,2023/01/09 11:22:00+00,100 WAYNE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,11,43.0541216,-76.1421976,1,60
23500142,2023/01/09 11:20:00+00,100 JUDSON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,11,43.0406743,-76.1218189,1,60
231500200,2023/01/09 11:23:00+00,100 WAYNE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,11,43.0541216,-76.1421976,1,60
231500199,2023/01/09 11:23:00+00,100 WAYNE ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Monday,11,43.0541216,-76.1421976,1,25
231500202,2023/01/09 11:24:00+00,100 WAYNE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Monday,11,43.0541216,-76.1421976,1,60
231500201,2023/01/09 11:24:00+00,100 WAYNE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Monday,11,43.0541216,-76.1421976,1,60
231500205,2023/01/09 11:26:00+00,100 WAYNE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Monday,11,43.0541216,-76.1421976,1,60
231500203,2023/01/09 11:26:00+00,100 WAYNE ST,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Monday,11,43.0541216,-76.1421976,1,25
231500204,2023/01/09 11:26:00+00,100 WAYNE ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,Monday,11,43.0541216,-76.1421976,1,25
231500206,2023/01/09 11:27:00+00,100 WAYNE ST,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Monday,11,43.0541216,-76.1421976,1,25
230900118,2023/01/09 11:26:00+00,300 MONTGOMERY ST,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,Monday,11,43.0482461,-76.1495403,1,25
231300163,2023/01/09 11:31:00+00,600 WILLIS AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Approved,Monday,11,43.051303,-76.191303,1,0
231300164,2023/01/09 11:32:00+00,600 WILLIS AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,11,43.051303,-76.191303,1,60
23500147,2023/01/09 11:32:00+00,200 LEXINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,11,43.047029,-76.121232,1,60
23500148,2023/01/09 11:34:00+00,200 LEXINGTON AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Pending ,Monday,11,43.047029,-76.121232,1,25
23500150,2023/01/09 11:34:00+00,200 LEXINGTON AVE,NONE/ONE LICENSE PLATE/ALL VTL402-1,Adjudication Pending ,Monday,11,43.047029,-76.121232,1,25
23500149,2023/01/09 11:34:00+00,200 LEXINGTON AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,Monday,11,43.047029,-76.121232,1,25
23500151,2023/01/09 11:37:00+00,200 LEXINGTON AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Monday,11,43.047029,-76.121232,1,25
23500160,2023/01/09 13:20:00+00,500 WALNUT AVE,NO STOPPING ANY TIME CO15-316 (A)14,Fourth Notice,Monday,13,43.0465308,-76.1323599,1,25
23500161,2023/01/09 13:22:00+00,600 WALNUT AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Denied,Monday,13,43.045179,-76.132259,1,25
23500164,2023/01/09 13:30:00+00,900 MADISON ST,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Monday,13,43.045248,-76.134196,1,25
23500163,2023/01/09 13:28:00+00,900 MADISON ST,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Monday,13,43.045248,-76.134196,1,25
23500165,2023/01/09 13:33:00+00,900 HARRISON ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Monday,13,43.044117,-76.136422,1,25
23500166,2023/01/09 13:38:00+00,300 WALNUT PL,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Monday,13,43.0414205,-76.13319862251035,1,25
23500167,2023/01/09 13:40:00+00,300 WALNUT PL,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Monday,13,43.0414205,-76.13319862251035,1,25
23500168,2023/01/09 13:44:00+00,300 WAVERLY AVE,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Adjudication Partial ,Monday,13,43.0400816,-76.1317789,1,25
394388D,2023/01/09 13:18:00+00,300 SALINA ST S,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Adjudication Denied ,Monday,13,43.048561,-76.152329,1,60
23500169,2023/01/09 13:47:00+00,300 WAVERLY AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Monday,13,43.0400816,-76.1317789,1,25
394389D,2023/01/09 13:20:00+00,300 SALINA ST S,NO STOPPING ANY TIME CO15-316 (A)14,Adjudication Denied ,Monday,13,43.048561,-76.152329,1,25
23500171,2023/01/09 13:51:00+00,300 WAVERLY AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Monday,13,43.0400816,-76.1317789,1,25
23500170,2023/01/09 13:50:00+00,300 WAVERLY AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Monday,13,43.0400816,-76.1317789,1,25
23500172,2023/01/09 13:53:00+00,300 WAVERLY AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Adjudication Pending ,Monday,13,43.0400816,-76.1317789,1,25
230900120,2023/01/09 13:53:00+00,100 WARREN ST S,NO PERMIT/ALL TIMES CO15-365,Paid In Full,Monday,13,43.050764,-76.150873,1,25
23500173,2023/01/09 13:55:00+00,300 WAVERLY AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Monday,13,43.0400816,-76.1317789,1,25
230900121,2023/01/09 13:54:00+00,100 WARREN ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Void Approved,Monday,13,43.050764,-76.150873,1,0
230900123,2023/01/09 14:00:00+00,100 WASHINGTON ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,Monday,14,43.0493828,-76.1518326,1,25
23500174,2023/01/09 14:03:00+00,700 WALNUT AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,Monday,14,43.04403,-76.132275,1,10
230900125,2023/01/09 14:04:00+00,100 WASHINGTON ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Partial ,Monday,14,43.0493828,-76.1518326,1,10
230900124,2023/01/09 14:03:00+00,100 WASHINGTON ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,Monday,14,43.0493828,-76.1518326,1,25
230900126,2023/01/09 14:06:00+00,200 WARREN ST S,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,Monday,14,43.049428,-76.15086,1,25
23500176,2023/01/09 14:13:00+00,200 MARSHALL ST,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Monday,14,43.041512,-76.134274,1,25
23500175,2023/01/09 14:11:00+00,200 MARSHALL ST,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Monday,14,43.041512,-76.134274,1,25
230900129,2023/01/09 14:13:00+00,200 JEFFERSON ST E,NONE/ONE LICENSE PLATE/ALL VTL402-1,Paid In Full,Monday,14,43.046945,-76.150633,1,25
230900128,2023/01/09 14:11:00+00,300 WARREN ST S,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,Monday,14,43.04853295,-76.15107612442631,1,25
230900127,2023/01/09 14:09:00+00,300 WARREN ST S,NONE/ONE LICENSE PLATE/ALL VTL402-1,Paid In Full,Monday,14,43.04853295,-76.15107612442631,1,25
381811D,2023/01/09 11:28:00+00,300 MONTGOMERY ST,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Monday,11,43.0482461,-76.1495403,1,60
394379D,2023/01/09 10:47:00+00,500 CLINTON ST S,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,Monday,10,43.0467126,-76.1541733,1,25
231500214,2023/01/10 09:50:00+00,100 BURNET AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,9,43.052202,-76.147976,1,60
231500212,2023/01/10 09:48:00+00,100 BURNET AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,9,43.052202,-76.147976,1,60
231500213,2023/01/10 09:48:00+00,100 BURNET AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Tuesday,9,43.052202,-76.147976,1,25
231500215,2023/01/10 09:50:00+00,100 BURNET AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Tuesday,9,43.052202,-76.147976,1,25
230700065,2023/01/10 09:49:00+00,100 MADISON ST,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Tuesday,9,43.04510965,-76.15038587478017,1,25
231500216,2023/01/10 09:52:00+00,100 BURNET AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,9,43.052202,-76.147976,1,60
230700066,2023/01/10 09:49:00+00,100 MADISON ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,Tuesday,9,43.04510965,-76.15038587478017,1,25
230700067,2023/01/10 09:54:00+00,500 MONTGOMERY ST,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Fourth Notice,Tuesday,9,43.0380871,-76.1486963,1,100
230900134,2023/01/10 10:00:00+00,400 GENESEE ST E,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Tuesday,10,43.047958,-76.147246,1,25
231500219,2023/01/10 10:04:00+00,100 WAYNE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Tuesday,10,43.0541216,-76.1421976,1,60
230700071,2023/01/10 10:04:00+00,700 STATE ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Tuesday,10,0.0,0.0,1,25
230700072,2023/01/10 10:06:00+00,700 STATE ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Tuesday,10,0.0,0.0,1,25
231500220,2023/01/10 10:07:00+00,300 GREEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,10,43.055433,-76.137463,1,60
23500187,2023/01/10 10:07:00+00,700 SUMNER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,10,43.037936650000006,-76.12608987597199,1,60
23500188,2023/01/10 10:07:00+00,700 SUMNER AVE,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Tuesday,10,43.037936650000006,-76.12608987597199,1,60
23500189,2023/01/10 10:08:00+00,700 SUMNER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,10,43.037936650000006,-76.12608987597199,1,60
23500190,2023/01/10 10:08:00+00,700 SUMNER AVE,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Tuesday,10,43.037936650000006,-76.12608987597199,1,60
230900137,2023/01/10 10:08:00+00,300 ONONDAGA ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Tuesday,10,43.047056,-76.148524,1,25
230900138,2023/01/10 10:09:00+00,300 ONONDAGA ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Tuesday,10,43.047056,-76.148524,1,25
23500191,2023/01/10 10:10:00+00,700 SUMNER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,10,43.037936650000006,-76.12608987597199,1,60
23500192,2023/01/10 10:10:00+00,700 SUMNER AVE,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Tuesday,10,43.037936650000006,-76.12608987597199,1,60
23500193,2023/01/10 10:11:00+00,700 SUMNER AVE,PRKD BTWN SIDEWALK/CURB CO15-316 (A)1,Paid In Full,Tuesday,10,43.037936650000006,-76.12608987597199,1,60
23500195,2023/01/10 10:12:00+00,700 SUMNER AVE,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Tuesday,10,43.037936650000006,-76.12608987597199,1,60
23500196,2023/01/10 10:13:00+00,700 SUMNER AVE,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Adjudication Approved,Tuesday,10,43.037936650000006,-76.12608987597199,1,0
230900139,2023/01/10 10:09:00+00,300 ONONDAGA ST E,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Fourth Notice,Tuesday,10,43.047056,-76.148524,1,25
23500194,2023/01/10 10:12:00+00,700 SUMNER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,10,43.037936650000006,-76.12608987597199,1,60
230900140,2023/01/10 10:13:00+00,300 MONTGOMERY ST,NONE/ONE LICENSE PLATE/ALL VTL402-1,Fourth Notice,Tuesday,10,43.0482461,-76.1495403,1,25
230700073,2023/01/10 10:10:00+00,600 STATE ST S,NO PERMIT/ALL TIMES CO15-365,Paid In Full,Tuesday,10,43.0415743,-76.1723785,1,25
230900141,2023/01/10 10:15:00+00,300 MONTGOMERY ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Tuesday,10,43.0482461,-76.1495403,1,25
230700074,2023/01/10 10:15:00+00,400 MONTGOMERY ST,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Tuesday,10,43.046942,-76.149107,1,25
230700075,2023/01/10 10:15:00+00,400 MONTGOMERY ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Tuesday,10,43.046942,-76.149107,1,25
230700076,2023/01/10 10:19:00+00,400 MONTGOMERY ST,PARKED IN LOADING ZONE/ALL CO15-329,Fourth Notice,Tuesday,10,43.046942,-76.149107,1,25
230900142,2023/01/10 10:19:00+00,200 JEFFERSON ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Tuesday,10,43.046945,-76.150633,1,25
230900143,2023/01/10 10:20:00+00,200 JEFFERSON ST E,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Paid In Full,Tuesday,10,43.046945,-76.150633,1,100
230900144,2023/01/10 10:21:00+00,200 JEFFERSON ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Tuesday,10,43.046945,-76.150633,1,25
230700077,2023/01/10 10:22:00+00,200 MADISON ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,Tuesday,10,43.045396,-76.148647,1,25
231300170,2023/01/10 10:22:00+00,200 GENESEE PK DR,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Tuesday,10,43.0482071,-76.1096112,1,25
231300169,2023/01/10 10:21:00+00,200 GENESEE PK DR,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Tuesday,10,43.0482071,-76.1096112,1,60
231500226,2023/01/10 10:24:00+00,200 ASH ST,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,Tuesday,10,43.059282,-76.151955,1,25
231300171,2023/01/10 10:25:00+00,200 GENESEE PK DR,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Tuesday,10,43.0482071,-76.1096112,1,60
